"Summit"	"Elevation"	"Latitude"	"Longitude"	"EleSrc"	"Prominence"	"Saddle"	"IsolationKm"
"Klobouk"	961.0	50.0200813	17.2624381	osm	64	898	1.26
"Kamenná hůrka"	878.4	50.5513112	13.3194361	osm	64	812	2.79
"Hradisko"	773.0	49.2313435	18.0820295	osm	64	712	1.35
"Kozí horka"	356.0	49.1306377	16.5646508	osm	64	299	1.5
"Zálužník"	285.0	50.1016069	14.8756998	osm	64	219	6.44
"Široká"	644.6	49.2595424	17.942902	osm	64	584	1.08
"Čubek"	678.0	49.184769	18.0990064	osm	64	618	1.65
"Peterkův kopec"	671.0	49.5493287	16.7653606	osm	64	620	1.54
"Lamberk"	701.0	50.1055289	13.1365862	osm	64	634	5.79
"Češovské valy"	320.2	50.3293103	15.3487736	osm	64	269	8.91
"Klasovec"	431.4	49.6026557	14.2167531	osm	64	376	0.6
"Mírovka"	512.2	49.590171	14.2471202	osm	64	449	1.53
"Supí vrch"	541.7	50.6323269	16.3338171	osm	64	485	1.24
"Solisko"	870.0	49.4384052	18.5024414	osm	64	819	2.25
"Lastek"	638.0	50.9777062	15.7639965	osm	64	569	1.59
"Węgielnik"	620.9	50.8165612	16.202597	osm	64	553	1.82
"Czerwoniak"	399.0	50.4036111	16.6244444	osm	64	347	2.59
"Grochowska Góra"	431.8	50.5649285	16.7612739	osm	64	365	1.91
"Złoty Groń"	710.0	49.5668264	18.9114002	osm	64	638	2.29
"Srebrna Góra"	347.0	50.4074539	18.848653	osm	64	299	13.64
"Bolehlav"	535.0	48.4480996	17.3970131	osm	64	469	0.74
"Veľká hora"	332.0	48.5125541	21.5607459	osm	64	273	1.18
"Derežová"	1214.0	49.1605136	20.6303252	osm	64	1153	2.59
"Ležisko"	759.0	48.5496634	18.6983367	osm	64	699	0.94
"Plavá"	1157.0	48.9450324	19.0280266	osm	64	1074	0.74
"Veľký Bukovec"	1012.0	49.0485946	22.4355307	osm	64	945	3.99
"Stoličná hora"	545.0	49.3102286	21.0581882	osm	64	471	2.01
"Martalúzovka"	855.0	49.5117464	19.5341588	osm	64	791	1.2
"Cukmantel"	855.0	48.4733719	18.8690248	osm	64	786	0.76
"Šindľovec"	377.0	48.2862992	19.9027103	osm	64	314	1.08
"Matejovský vrch"	760.0	49.0902885	20.3513557	osm	64	705	5.82
"Barancov"	364.0	48.9522752	21.9186856	osm	64	308	1.95
"Kolkové"	503.0	48.8582672	17.8393036	osm	64	435	1.51
"Babský vrch"	330.0	48.2749538	19.7716768	osm	64	271	1.8
"Biela studňa"	470.0	48.6229661	19.1853954	osm	64	407	1.43
"Varechovka"	788.0	49.399544	18.5800245	osm	64	724	2.28
"Kykuľa"	1203.0	49.330055	19.195183	osm	64	1136	0.7
"Pálenica"	857.0	49.2830641	19.1405666	srtm	64	793	0.87
"Polom"	461.0	49.1988773	21.8800989	osm	64	411	0.91
"Gráfovská"	551.0	48.5467038	18.8468017	srtm	64	487	1.3
"Špicberg"	540.0	46.1324316	15.0838768	osm	64	474	0.87
"Veliki vrh (Križentaver)"	419.0	46.1275794	14.622293	osm	64	360	1.96
"Grmuč"	1196.0	46.2175447	13.7074762	osm	64	1123	0.55
"Hrastnik"	806.0	46.2085468	14.259741	osm	64	723	1.31
"Monte Bucher grande / Skala"	2133.0	46.4423136	13.6280651	osm	64	2027	0.39
"Pleše"	956.0	46.164494	15.1094996	osm	64	876	0.93
"Smoletovše"	1300.0	46.1682382	14.0772001	osm	64	1223	0.71
"Grmada"	781.0	46.4138109	15.1079229	osm	64	702	1.22
"Drešča"	922.0	46.049363	13.7307275	osm	64	851	1.06
"Lokavec"	404.0	46.6912288	15.8069578	osm	64	335	4.59
"Nadlistnik"	830.0	46.2242616	14.8626324	osm	64	754	0.56
"Krogarski grič"	778.0	46.0209986	14.1512373	osm	64	712	1.53
"Špenkov vrh"	521.0	46.3504921	15.1031794	osm	64	457	0.7
"Rebec"	565.0	46.1578592	14.8547542	osm	64	495	0.56
"Vršič"	906.0	46.357668	14.72605	osm	64	834	0.54
"Jelenica (Visoko)"	494.0	46.1326642	15.0709628	osm	64	430	0.79
"Vihra"	413.0	46.5497584	15.7359151	osm	64	353	0.91
"Mali špiček"	662.0	46.1527441	15.488256	osm	64	589	0.8
"Vrhovnica"	538.0	46.2709309	15.5486118	osm	64	470	1.51
"Geißleiten"	682.0	48.5874676	13.9425643	osm	63	619	1.6
"Rossruggspitz - Dosso di Cavallo"	3298.0	46.9917841	11.8037412	osm	63	3215	0.39
"Lifteneck"	1302.0	47.4674314	14.4757083	osm	63	1237	0.8
"Kammkarlspitz"	2248.0	47.2952289	14.107698	osm	63	2164	0.69
"Moderspitze"	2292.0	47.3556071	13.8033359	osm	63	2194	0.86
"Thaurer Zunterkopf"	1918.0	47.3196483	11.4725129	osm	63	1845	0.76
"Woschza / Vošca"	1737.0	46.5101636	13.8180339	osm	63	1665	1.0
"Marterlkopf"	2440.0	47.4462033	13.0222485	osm	63	2346	0.52
"Seekarlesschneid"	3208.0	46.9810885	10.8168072	osm	63	3100	1.03
"Mittlere Hintereisspitze"	3450.0	46.8266861	10.7751883	osm	63	3360	0.79
"Bäralplkopf"	2323.0	47.4468728	11.390339	osm	63	2241	0.57
"Stellerhöhe"	1347.0	47.404829	10.026528	osm	63	1259	0.64
"Frönerberg"	709.0	48.0128264	15.9001938	osm	63	634	0.74
"Mauereck"	453.0	48.2499466	16.1821676	osm	63	408	1.85
"Kuchelhorn"	2500.0	47.4811647	12.7346936	osm	63	2422	0.56
"Auf Sömen"	2798.0	47.1475445	11.1699125	osm	63	2721	0.93
"Sattelkopf"	2097.0	47.41355	10.43845	osm	63	2012	0.65
"Mittagkogel"	1823.0	47.7255871	13.8241122	osm	63	1719	0.45
"Gorfenspitze"	2558.0	46.9553801	10.1755219	osm	63	2450	0.31
"Rosskopf"	1528.0	47.5504029	11.6099351	osm	63	1444	0.47
"Heubodenrücken"	992.0	47.8520801	15.7455616	osm	63	907	0.94
"Cima di Mezzo"	1754.0	46.5639921	13.3682876	osm	63	1672	0.53
"Creta di Pricotič"	2223.0	46.5536294	13.2325626	osm	63	2133	0.54
"Hohenschnaitberg"	948.0	47.7158904	13.1659668	osm	63	890	0.93
"Spitzkogel"	996.0	47.92885	15.3813648	osm	63	918	1.11
"Auf der Kehr"	792.0	47.7547184	16.0164755	osm	63	731	1.86
"Tolsta Košuta / Dicke Koschuta"	2055.0	46.4470879	14.4298954	osm	63	1973	1.34
"Grintoutz / Lokovnikov Grintovec"	1809.0	46.4451926	14.3003102	osm	63	1733	0.56
"Schwarzsteinkopf"	2515.0	46.8217529	13.1176932	osm	63	2429	0.37
"Vorderer Heuberg"	2353.0	47.0087441	10.5615835	osm	63	2273	0.72
"Liendlmais"	1184.0	47.456383	12.5651774	osm	63	1117	0.66
"Molterkogel"	1004.0	47.8895683	15.2611664	osm	63	924	0.67
"Wetterin"	1530.0	47.6845168	15.3582352	osm	63	1439	0.77
"Fandlhofberg"	655.0	48.0188163	15.3814562	osm	63	583	1.38
"Dolzenberg"	2390.0	47.1205827	13.4898077	osm	63	2292	0.9
"Hörnlekopf"	2151.0	47.279724	10.000513	osm	63	2052	0.61
"Schaubschläglberg"	716.0	48.5723371	13.894199	osm	63	645	2.04
"Wachberg"	680.0	47.8904762	14.5315817	osm	63	612	0.97
"Madratsch"	2287.0	47.191577	9.96867	osm	63	2177	0.73
"Janslkogel"	1040.0	47.8663075	14.0016026	osm	63	964	0.8
"Ochsenspitze"	2116.0	47.3457249	14.5630303	osm	63	2041	1.13
"Wildkopf"	2719.0	47.1157057	11.1969374	osm	63	2640	0.99
"Buchkogel"	907.0	47.2696856	15.8057806	osm	63	844	1.87
"Augstein"	2055.0	47.5025	13.3022	osm	63	1974	0.38
"Labspitze"	2223.0	47.1998741	13.476057	osm	63	2141	0.83
"Musterstein"	2478.0	47.4138023	11.1398204	osm	63	2360	1.05
"Voreck"	1120.0	47.5243676	15.8043663	osm	63	1039	0.78
"Rether Joch"	1895.0	47.5173453	11.6289098	osm	63	1807	0.47
"Tullnock"	2780.0	47.0035961	13.3635127	osm	63	2688	0.57
"Hochhorn"	1518.0	47.5582185	14.7983796	osm	63	1433	0.42
"Hennebergkopf"	2836.0	46.9074973	10.1596415	osm	63	2740	0.74
"Luxstein"	1543.0	47.4666279	15.0681232	osm	63	1457	0.89
"Weinberg"	506.0	48.0634939	16.0576142	osm	63	439	0.93
"Durrnock"	1361.0	46.656151	13.6327073	osm	63	1283	0.47
"Jerebikovec / Rawikautz"	1617.0	46.5144673	13.7663781	osm	63	1546	0.75
"Chrastiny"	292.0	48.7329247	16.7352784	osm	63	227	3.8
"Pirkerkogel"	1062.0	47.380183	14.8805845	osm	63	992	0.93
"Schober"	1881.0	47.1241695	13.9582157	osm	63	1814	1.21
"Perschenkogel"	1424.0	47.1095528	14.8919785	osm	63	1352	1.03
"Strannerhöhe"	2116.0	47.0255652	13.9492923	osm	63	2046	0.93
"Gärntnerkogel"	551.0	46.7241651	14.8946159	osm	63	491	1.91
"Hüttobühl"	1747.0	47.321576	9.866812	osm	63	1665	0.56
"Eichberg"	818.0	47.6661388	15.8953929	osm	63	744	1.58
"Stauterleithen"	432.0	47.0714832	15.8722159	osm	63	373	1.89
"Dümelekopf"	1522.0	47.309743	9.749132	osm	63	1437	0.99
"Kaiserkogel"	716.0	48.0596753	15.5403474	osm	63	643	0.98
"Malý Stožec"	659.1	50.8502492	14.5389832	osm	63	569	1.03
"Rousínovský vrch"	660.0	50.8007163	14.5840976	osm	63	596	1.39
"Studená"	989.0	50.7474313	15.4566015	osm	63	926	1.15
"Czeskie Kamienie / Mužské kameny"	1416.0	50.7768791	15.5911024	osm	63	1346	1.15
"Szrenica"	1361.3	50.7914786	15.5140644	osm	63	1289	1.31
"Na dědku"	1074.0	49.0557705	13.6728233	osm	63	1021	1.88
"Kupa"	1044.0	49.0114005	13.8052714	osm	63	994	1.13
"Náklo"	265.0	48.9377791	17.1371639	osm	63	198	8.01
"Vápenka"	523.0	49.4481061	18.1105384	osm	63	464	1.67
"Stehlovy"	558.0	49.531156	14.8349673	srtm	63	495	1.27
"Husí hora"	531.8	49.5661791	14.8453039	osm	63	475	1.9
"Rykowisko"	950.0	50.2238889	16.9036111	osm	63	889	2.43
"Plániva"	559.0	49.6965442	16.7789433	osm	63	506	2.31
"Papradný"	750.6	49.3693533	18.1923264	osm	63	692	0.93
"Stupně"	490.0	49.0886077	17.94687	osm	63	436	1.23
"Ostrý"	942.0	49.9851987	17.1832185	osm	63	882	1.06
"Na hůrkách a hrbatá"	418.0	49.5921487	18.1966762	osm	63	352	0.85
"Na Nových"	767.0	50.3372084	12.462889	osm	63	709	1.37
"Strážnice"	545.0	49.5551245	17.9877198	osm	63	472	0.63
"Smrček"	674.0	49.3112963	15.8339325	osm	63	611	3.63
"Zadní radlický vrch"	668.0	49.1203962	15.3127161	osm	63	610	1.99
"Smržovec"	504.0	49.6226231	16.6664923	osm	63	446	1.58
"Ježek"	653.8	49.3982343	13.4299902	osm	63	592	1.26
"U vlčí jámy"	568.0	49.5834328	16.6609149	osm	63	518	2.25
"Křemenice"	336.4	50.3938634	15.0812461	osm	63	287	2.51
"Karpiak"	781.6	50.3309863	16.9232755	osm	63	721	1.2
"Sośnina"	459.0	50.3752005	16.6883171	osm	63	393	1.45
"Kalinka"	389.3	50.684374	17.0823102	osm	63	331	2.85
"Czapka"	440.0	50.2898528	17.4124144	osm	63	377	1.66
"Magurka Wiślańska"	1140.0	49.6286368	19.0163889	osm	63	1068	1.44
"Ustrígeľ"	1009.0	49.2998442	18.3815843	osm	63	941	1.63
"Vysoká hora"	790.0	49.1820296	21.0278743	osm	63	725	1.51
"Pánský háj"	526.0	49.0305161	18.3738343	osm	63	465	1.11
"Babky"	1566.0	49.1800735	19.6258056	osm	63	1485	1.18
"Hrubý vrch"	740.0	48.5519256	18.4810291	osm	63	671	1.11
"Hájnica"	341.0	48.8173638	17.8666041	osm	63	267	1.32
"Sokolí kameň"	696.0	48.9080459	17.9026427	osm	63	627	0.87
"Kútik"	1064.0	48.996227	18.6777149	osm	63	993	0.75
"Borovnisko"	866.0	49.040488	19.315037	osm	63	789	0.65
"Povojná"	450.0	48.1270424	19.0602273	osm	63	383	1.12
"Komarov vrch"	729.0	49.4244693	18.6172532	osm	63	678	1.32
"Talapkovo Solisko"	827.0	49.3670744	19.0336848	osm	63	773	0.88
"Barich"	768.7	49.1015653	20.3595415	osm	63	704	1.24
"Krásna hora"	585.0	49.3430601	21.4330508	osm	63	521	1.87
"Hrča"	1240.0	49.1994245	20.7535042	osm	63	1168	1.18
"Kozia brada"	472.0	49.2644896	21.6442296	osm	63	407	2.8
"Výsypková"	930.0	49.4425254	19.4256911	osm	63	872	1.42
"Macková"	986.0	49.2377814	20.6088439	osm	63	923	1.49
"Magura"	598.0	49.0903328	22.2936396	osm	63	534	1.58
"Stráž"	532.0	48.9482311	18.8602606	srtm	63	469	2.34
"Čertova stena / Ördögfal"	383.0	48.3825624	20.4025524	srtm	63	320	5.34
"Bzová"	426.0	48.6078552	17.4640461	osm	63	371	1.72
"Vysoký vrch"	1154.0	48.9618108	20.1858133	srtm	63	1091	1.03
"Ostré"	747.0	49.2689385	18.952289	srtm	63	684	0.83
"Sekaná"	630.0	49.0016263	18.4966167	osm	63	555	0.59
"Tlaka"	911.0	46.174246	13.8164408	osm	63	840	0.68
"Križevnik"	1910.0	46.3751887	14.688533	osm	63	1829	1.27
"Košutna"	1974.0	46.3096842	14.5570092	osm	63	1899	0.53
"Dravh"	1548.0	46.2326702	14.0138306	osm	63	1449	0.69
"Špil"	480.0	46.0740581	14.6585337	osm	63	409	1.11
"Vinski vrh"	475.0	46.2299778	14.5775335	osm	63	406	1.49
"Smrekovec"	790.0	46.0069158	14.1890254	osm	63	726	1.13
"Praponek"	397.0	46.7888249	16.1882637	osm	63	332	4.45
"Jablanica"	465.0	46.006895	15.2066502	osm	63	406	1.76
"Borje"	657.0	46.420784	15.5395646	osm	63	608	1.21
"Lipovški vrh"	768.0	46.4289853	15.0399041	osm	63	690	0.77
"Štrangel"	1116.0	46.0328874	13.9073867	osm	63	1052	1.17
"Lipniški grad (Pusti grad)"	590.0	46.3272341	14.1701847	osm	63	508	1.02
"Madanca"	1287.0	46.3273577	13.9833518	osm	63	1226	0.7
"Pri Banderi"	1974.0	46.3551756	13.6446769	osm	63	1889	1.02
"Boblberg"	674.0	48.4099754	14.6228317	osm	62	613	1.58
"Bauernberg"	963.0	48.5524876	14.7559041	osm	62	910	2.62
"Stiglberg"	927.0	47.5478098	10.6667801	osm	62	862	0.63
"Südlicher Schafalpenkopf"	2272.0	47.302794	10.205396	osm	62	2178	0.37
"Vordere Hintereisspitze"	3437.0	46.8324003	10.782986	osm	62	3350	0.8
"Scheiblingtragl"	2157.0	47.62036	14.02336	osm	62	2078	0.53
"Krienzerkogel"	914.0	47.2181821	15.3826209	osm	62	858	1.13
"Gamsspitze"	2444.0	47.3045735	13.7469305	osm	62	2351	0.53
"Großer Rotbühel"	2019.0	47.3929814	14.207199	osm	62	1937	0.67
"Vogelsang"	2150.0	47.3134991	13.662133	osm	62	2062	0.31
"Monte di Val Dolce"	1875.0	46.5606939	13.1927769	osm	62	1788	1.12
"Rothspielscheibe"	1940.0	47.5569375	13.0329717	osm	62	1865	0.56
"Gransteinkogel"	2801.0	46.9976882	10.9713491	osm	62	2710	0.48
"Graskogel"	2766.0	47.0059887	10.9768932	osm	62	2659	0.33
"Parstleskogel"	2741.0	46.9976099	10.8474111	osm	62	2647	0.7
"Tettenhengst"	958.0	47.869351	15.625702	osm	62	881	1.2
"Wachtstein"	939.0	48.4363083	15.1130772	srtm	62	877	2.61
"Nafingköpfl"	2454.0	47.2191593	11.726538	osm	62	2383	0.94
"Frauenalpe"	1458.0	47.5599826	15.9645436	osm	62	1395	1.64
"Rauher Kopf"	2052.0	46.9522625	10.4838718	osm	62	1954	0.67
"Östliche Knotenspitze"	3101.0	47.064529	11.1824595	osm	62	3010	0.52
"Guntenkopf"	1812.0	47.355758	9.832	osm	62	1721	1.3
"Sattelwald"	806.0	47.8183446	15.9730996	osm	62	725	0.48
"Vorderer Grieskogel"	2671.0	47.2261156	11.004509	osm	62	2580	0.38
"Sonntagspitze"	2882.0	46.8767762	10.0519732	osm	62	2800	0.63
"Nördliche Chalausspitze"	3161.0	46.866447	10.193682	osm	62	3058	0.72
"Hahnbaum"	1453.0	47.7480183	14.3557184	osm	62	1378	0.8
"Rotgrubenspitze"	3042.0	47.1683398	11.060056	osm	62	2949	0.78
"Schützkogel"	2069.0	47.3695813	12.4568342	osm	62	1991	0.68
"Durrenseespitze"	2651.0	47.1857906	11.5250513	osm	62	2570	0.57
"Schwertkopf"	3099.0	47.0549936	12.7379126	osm	62	3009	0.73
"Hebenkas"	2285.0	47.6534585	14.0649677	osm	62	2214	1.04
"Großer Wienerberg"	452.0	48.1958569	16.1019933	osm	62	398	1.91
"Hiesenberg"	726.0	47.9161694	13.2462292	osm	62	661	0.93
"Ascherjoch (Semmelkopf)"	1557.0	47.6065466	12.0545828	osm	62	1483	0.65
"Pöllakogel"	1527.0	47.2891077	15.1700582	osm	62	1455	0.73
"Lüsener Villerspitze"	3027.0	47.1154251	11.1597973	osm	62	2926	0.86
"Grauleitenspitze"	2891.0	47.0469757	13.2280972	osm	62	2796	0.83
"Bärennock"	2234.0	46.9942891	13.7998735	osm	62	2172	0.84
"Eiskarspitze"	2611.0	47.1902495	11.6652526	osm	62	2520	0.83
"Kaserkopf"	1996.0	47.2102991	13.2459856	osm	62	1915	0.72
"Maureck"	2104.0	47.2212546	13.3102058	osm	62	2031	0.7
"Vogelkirchen"	996.0	47.7560783	15.6796924	osm	62	887	0.68
"Pollannock"	2280.0	47.2150163	13.728499	osm	62	2208	0.75
"Schattberg-Ost"	2018.0	47.3678171	12.638289	osm	62	1945	0.83
"Kiesenberg"	1005.0	47.8331942	13.8905901	osm	62	936	0.87
"Großes Hocheck"	1905.0	47.4900329	13.7499768	osm	62	1836	1.02
"Kreuzkogel"	2027.0	47.4108263	14.4991101	osm	62	1942	0.65
"Haring"	1107.0	47.7507758	14.1480876	osm	62	1032	0.72
"Rotleitenkoppe"	1948.0	47.4535708	14.3237608	osm	62	1876	0.73
"Planwipfel"	1227.0	47.5654993	13.9433558	osm	62	1158	0.56
"Kleiner Hollerberg"	993.0	47.8283996	13.4838384	osm	62	917	0.65
"Andelsberg"	792.0	47.8018961	14.108169	osm	62	718	0.96
"Grafenkogel"	914.0	47.3898755	15.3893379	osm	62	838	0.47
"Boschitzberg / Božičev vrh"	1228.0	46.5013814	14.5607686	osm	62	1150	0.79
"Goisberg"	541.0	47.7267981	13.0535442	osm	62	458	0.75
"Hälekopf"	1614.0	47.3843069	9.9685358	osm	62	1523	1.21
"Krauserschöckl"	1132.0	47.4236995	15.749867	osm	62	1072	2.87
"Krauthenkogel"	610.0	46.6756217	14.3800795	osm	62	549	0.93
"Vorderer Sonnberg"	1038.0	47.4470947	12.7484702	osm	62	974	0.39
"Niederer Röcker"	1085.0	47.7135732	14.9793863	osm	62	1004	0.93
"Fuchsegg"	1091.0	47.5138602	15.3512585	osm	62	1026	0.64
"Gietkögele"	2413.0	47.0664752	10.8195394	osm	62	2319	0.63
"Schießkogel"	344.0	46.7107291	15.6186131	osm	62	285	1.2
"Draxlerkogel"	806.0	47.1974331	15.3787029	osm	62	756	0.69
"Kehrkopf"	1836.0	47.2532139	13.5329086	osm	62	1763	0.59
"Ross Ostgipfel"	2226.0	47.246043	10.058096	osm	62	2139	0.31
"Forstkogel"	622.0	47.0721111	15.325215	osm	62	568	1.39
"Heiligenstein"	360.0	48.4890224	15.7167092	osm	62	304	1.33
"Kemater Spitz"	3005.0	47.0254659	12.1800895	osm	62	2905	0.48
"Jasweinberg"	578.0	48.8957315	15.4205775	osm	62	517	2.11
"Grasberg"	561.0	48.0878292	15.5748949	osm	62	505	1.6
"Klupper"	1776.0	47.3554	10.28307	osm	62	1681	0.65
"Petersberg"	990.0	47.5410497	14.2878034	osm	62	918	1.5
"Kamp"	886.0	47.561703	13.8861335	osm	62	818	0.75
"Blatenský vrch"	1043.2	50.4002811	12.7819443	osm	62	984	4.14
"Spravedlnost"	534.0	50.8799804	14.467339	osm	62	454	1.2
"Štramberčík"	498.0	49.5461773	18.1061649	osm	62	435	1.37
"Velká hůra"	458.0	50.4839615	15.2645115	osm	62	390	2.49
"Zelená hora"	641.0	50.0707421	12.3063128	osm	62	587	2.28
"Šance"	526.0	49.8621051	17.9229305	osm	62	473	2.88
"Skuhrovský vrch"	565.0	49.5871109	14.3977554	osm	62	507	1.36
"Smolný vrch"	404.0	50.3351346	17.1478291	osm	62	335	2.59
"Řísnický vrch"	689.0	49.5755021	14.9117221	osm	62	633	6.5
"Studený"	1042.0	50.246317	17.0507637	osm	62	970	1.11
"Na stráni"	586.0	49.7797466	16.4064092	osm	62	543	6.13
"Rudný vrch"	629.1	50.1164093	16.9818231	osm	62	578	1.3
"Pavlův vrch"	762.0	49.2760265	13.3142845	osm	62	704	0.96
"U rozhledny"	783.0	49.9969728	17.2932677	osm	62	723	0.99
"Lískový kopec"	452.0	49.9137065	16.5791183	osm	62	402	3.66
"Jelenice"	561.9	49.912652	16.4134169	osm	62	515	1.71
"Švábí"	460.0	49.4579857	13.2790189	osm	62	409	1.51
"Mlžný kopec"	684.0	49.7923247	17.5934029	osm	62	636	2.22
"Buček"	449.2	49.6970549	14.2741697	osm	62	389	0.81
"Šišák"	856.0	50.3710908	12.5492313	osm	62	788	0.58
"Ticholovec"	493.0	49.5641019	13.3576059	srtm	62	431	1.25
"Slatinné vrchy"	429.0	50.5536527	14.7045404	osm	62	365	1.21
"Stráž"	638.0	49.5279915	13.8476945	osm	62	581	2.94
"Kyčera"	657.0	49.48053	18.4405558	osm	62	602	0.65
"Jelínka"	504.3	50.658441	14.9388769	osm	62	448	5.24
"Složiště"	778.2	50.2962245	13.1046459	osm	62	707	2.2
"Wapienna"	507.4	50.9526392	15.7052973	osm	62	440	2.34
"Gołogóra"	518.1	50.7645493	16.4547055	osm	62	464	1.76
"Zameczna"	617.6	50.6986295	16.5457626	osm	62	554	1.86
"Borowiec"	644.6	50.8334468	16.0928707	osm	62	586	2.38
"Góra Zamkowa"	448.0	50.9922222	15.4213889	osm	62	373	4.14
"Wapienica"	465.0	50.9984237	15.6214931	osm	62	403	4.1
"Rechtorov vrch"	675.0	48.3713726	19.3666135	osm	62	613	2.29
"Uhorská"	1029.0	49.4907585	18.5983907	osm	62	965	1.95
"Biely vrch"	719.0	48.7771827	21.5799251	osm	62	658	0.78
"Vrchrieka"	861.0	49.3662857	18.7319705	osm	62	791	2.53
"Kavčia"	601.0	49.1333027	18.5251794	osm	62	516	0.59
"Oselná"	741.0	48.9266867	18.5065385	osm	62	704	1.04
"Malý Vyšehrad"	766.0	48.8665597	18.7015025	osm	62	699	0.93
"Koreň"	1335.0	48.9440726	20.222476	osm	62	1276	1.8
"Bartkov kopec"	775.0	49.3423769	18.8792061	osm	62	718	2.04
"Zadný grúň"	1321.0	48.9728901	20.0121119	osm	62	1257	1.36
"Kasne"	1541.0	49.2468029	19.7466573	osm	62	1477	0.78
"Čierna"	612.0	48.8892075	21.9857665	osm	62	551	2.54
"Vražená"	1185.0	48.992337	19.4707011	osm	62	1111	0.69
"Zadná kopa"	1674.0	49.2327307	20.1219802	osm	62	1580	0.58
"Pavelková"	1132.0	48.7579067	20.0014731	srtm	62	1070	1.6
"Hlinisko"	990.0	48.8682922	20.5358641	osm	62	935	1.63
"Ipeľník"	305.0	48.3593353	20.1323266	osm	62	251	8.11
"Lajštroch"	1602.0	48.9119973	19.7129432	osm	62	1521	1.36
"Veľký vrch"	724.0	49.0458694	19.0344961	osm	62	654	0.59
"Predný Šiprúň"	1440.0	49.0283295	19.2207745	osm	62	1364	0.61
"Hradisko"	732.0	48.780838	18.0113223	osm	62	664	1.3
"Motyčianska hoľa"	1292.0	48.885498	19.1949475	osm	62	1222	1.23
"Trstenec"	565.0	48.8669082	18.2012282	srtm	62	503	0.66
"Uhlisko"	366.0	49.00054	21.8941081	osm	62	316	2.33
"Lipiny"	303.0	48.4531486	17.8340607	osm	62	246	1.97
"Stráž"	540.0	49.2735391	18.5238416	srtm	62	478	0.89
"Muráň"	1257.0	48.8749463	20.4749415	srtm	62	1195	1.22
"Stebnícka Magura"	900.0	49.360636	21.2456202	osm	62	835	1.37
"Háj"	574.0	48.711772	19.2182522	srtm	62	512	0.61
"Hatlabov vrch"	819.0	48.4206142	18.8555914	osm	62	753	1.05
"Cibuľková"	584.0	49.0727403	18.5979176	osm	62	521	0.94
"Chrasť"	427.0	49.1542717	18.4743366	osm	62	361	0.97
"Monte Purgessimo / Mont Puriessim / Karkoš"	453.0	46.1048265	13.48648	osm	62	378	1.13
"Kuntri"	530.0	46.2833531	13.5295931	osm	62	473	0.48
"Bukovški grič"	680.0	46.1325105	14.2802948	osm	62	607	0.94
"Frdamane police"	2281.0	46.4519699	13.8085204	osm	62	2186	0.42
"Monte Plagne / Vrh Planje"	1663.0	46.3225199	13.4255002	osm	62	1592	0.84
"Črni vrh"	1288.0	46.1629118	14.0611143	osm	62	1222	0.82
"Praproški grič"	716.0	46.0661946	14.2924794	osm	62	633	0.48
"Veliki vrh"	696.0	46.0177416	15.6167381	osm	62	625	0.56
"Pavlejev vrh"	795.0	46.5637845	15.4053066	osm	62	737	1.11
"Vrh"	590.0	46.3077185	15.1925593	osm	62	522	0.53
"Vingerl"	483.0	46.2882901	15.1431905	osm	62	415	1.26
"Ivank"	682.0	46.2099003	14.7342279	osm	62	619	0.72
"Pašava"	363.0	46.0482009	14.8571989	osm	62	307	1.13
"Primoški vrh"	869.0	46.6285016	15.152261	osm	62	804	0.79
"Špiček"	820.0	46.0942099	15.2960661	osm	62	749	1.09
"Rubner Berg"	988.0	48.4868107	14.8317137	osm	61	927	1.4
"Kammererberg"	980.0	48.4915036	14.7700287	osm	61	922	1.58
"Seebleskarspitze"	2539.0	47.2489227	10.4815965	osm	61	2435	0.94
"Pillsteinhöhe"	1478.0	47.7349894	13.3382744	osm	61	1397	1.1
"Scheiblingkogel"	2062.0	47.6880748	13.93431	osm	61	1988	0.78
"Tristhof"	2517.0	47.2953125	13.7351497	osm	61	2427	0.99
"Valdafurnerkopf"	2746.0	46.8968645	10.5548952	osm	61	2672	0.52
"Rote Platte"	2831.0	47.1936695	10.4246278	osm	61	2741	0.59
"Pfarrkogel"	470.0	47.9219161	16.1580069	osm	61	410	1.56
"Kleiner Größenberg"	1086.0	47.88037	15.67536	osm	61	1023	1.0
"Höllkogel"	875.0	47.934743	15.720668	osm	61	797	1.02
"Westlicher Ochsenhofer Kopf"	1950.0	47.324868	10.094016	osm	61	1864	0.75
"Rappenschrofen"	1551.0	47.518484	10.5371394	osm	61	1488	0.53
"Feichtkogel"	1443.0	47.4067399	15.569119	osm	61	1373	1.14
"Klamperschrofen"	1755.0	47.1590981	9.7251304	osm	61	1674	0.58
"Staatzer Berg"	332.0	48.6767646	16.4893914	osm	61	232	1.65
"Breitenberg"	1260.0	47.7142635	13.3871174	osm	61	1199	1.69
"Wackelstein"	704.0	47.9338077	15.4658661	osm	61	664	0.48
"Katzinger"	2155.0	47.2388347	13.0509603	osm	61	2062	0.78
"Hieflerstutzen"	1487.0	47.6929012	14.5025144	osm	61	1410	0.75
"Hohe Hosswand"	2247.0	47.5121655	13.5797923	osm	61	2171	0.63
"Spritzkarspitze"	2606.0	47.3812846	11.5514687	osm	61	2510	0.73
"Hafelekarspitze"	2334.0	47.3128329	11.3863217	osm	61	2254	0.51
